query-idProyecto,gen > rel* 3.0
q1-1984490326,False
q1-1795050604,False
q1-6780354,False
q1-4870151,False
q1-1978821253,False
q1-1511724288117,False
q1-33720021,False
q1-67170018,False
q1-1511774796181,False
q1-26760084,False
q1-42620050,False
q1-45350045,False
q1-1513556830031,False
q1-47900019,False
q1-1790840019,False
q1-1792430554,False
q1-2038100445,False
q1-1506502976207,False
q1-1511778302520,False
q1-1860774854,False
q1-1800063,False
q1-11480031,False
q1-31490011,False
q1-42290176,False
q1-1506178546734,False
q1-1871940464,False
q1-1880280026,False
q1-1506524326358,False
q1-1984120998,False
q1-101739008,False
q1-1863511591,False
q1-1872820788,False
q1-2034690276,False
q1-1511938421091,False
q1-1876500061,False
q1-1979491471,False
q1-1880690593,False
q1-1857950630,False
q1-1513277679247,False
q1-1854901091,False
q1-1967792474,False
q1-48360095,False
q1-24100060,False
q1-1873950073,False
q1-1511799046773,False
q1-1506327798456,False
q1-1799050241,False
q1-1794850186,False
q1-9990372,False
q1-1977980927,False
q1-1879130732,False
q1-1798250621,False
q1-1878800409,False
q1-1506723466849,False
q1-1863001776,False
q1-1799241845,False
q1-22650009,False
q1-2033450476,False
q1-1513293761181,False
q1-1513295946260,False
q1-1506520636519,False
q1-38811236,False
q1-1506181276011,False
q1-1506716146657,False
q1-1802140875,False
q1-1982620835,False
q1-4860318,False
q1-1861491397,False
q1-1506498896742,False
q1-1514954969139,False
q1-1980421227,False
q1-1800313,False
q1-10020067,False
q1-14100062,False
q1-1801090152,False
q1-54790064,False
q1-2032580593,False
q1-45080052,False
q1-2034690311,False
q1-1874880058,False
q1-15494865,False
q1-1507331466022,False
q1-2029740524,False
q1-1514714197393,False
q1-44910002,False
q1-37240003,False
q1-1513859099464,False
q1-1867112677,False
q1-38600054,False
q1-1793670869,False
q1-1509259336063,False
q1-1793550727,False
q1-2980433,False
q1-2980312,False
q1-1513981047985,False
q1-44790048,False
q1-15080003,False
q1-21060100,False
q1-31300098,False
q1-1968762688,False
q1-57820066,False
q1-1861380672,False
q1-30370364,False
q1-1507314506037,False
q1-1799030407,False
q1-1874870633,False
q1-41470042,False
q1-1506508636412,False
q1-44480097,False
q1-39700035,False
q1-1514937477531,False
q1-1855701520,False
q1-1506500486191,False
q1-48730022,False
q1-44530206,False
q1-1863361136,False
q1-1513384817120,False
q1-2034730659,False
q1-1910013,False
q1-1506183456116,False
q1-1873910076,False
q1-1513291679722,False
q1-25990034,False
q1-1791520423,False
q1-1506504496560,False
q1-3980346,False
q1-1505909746847,True
q1-1512474326119,False
q1-19774293,False
q1-1868250766,False
q1-27300077,False
q1-1862920424,False
q1-1513274628928,False
q1-7990036,False
q1-1860904624,False
q1-30640057,False
q1-12170495,False
q1-1507328996013,False
q1-38901168,False
q1-1859473956,False
q1-1506170506738,False
q1-10030057,False
q1-25681244,False
q1-40750122,False
q1-2040670574,False
q1-4970009,False
q1-1512508901201,False
q1-10020069,False
q1-42900016,False
q1-1980780624,False
q1-2040170691,False
q1-2032670435,False
q1-1509071446027,False
q1-1871801111,False
q1-1798541104,False
q1-1977701350,False
q1-2113680806,False
q1-43430042,False
q1-1509216206868,False
q1-26624051,False
q1-1514945238081,False
q1-49770027,False
q1-4910009,False
q1-1506250646045,False
q1-1513339550799,False
q1-1863840499,False
q1-1877330044,False
q1-1506165697032,False
q1-1795110502,False
q1-1511852806633,False
q1-2036600679,False
q1-1506263836970,False
q1-12010013,False
q1-1985060940,False
q1-1798270110,True
q1-1971742352,False
q1-1874830030,False
q1-114736093,False
q1-1979411881,False
q1-3970045,False
q1-1513289611811,False
q1-1513301160107,False
q1-31490031,False
q1-1513306729580,False
q1-44930003,False
q1-41633754,False
q1-1506705799575,False
q1-1513459213909,False
q1-27590137,False
q1-1860885457,False
q1-1513578677014,False
q1-1880250571,False
q1-48700022,False
q1-6780262,False
q1-1880550058,False
q1-1512501290024,False
q1-31930013,False
q1-1870191070,False
q1-1797370124,False
q1-37060037,True
q1-1512139198865,False
q1-42290187,False
q1-45430020,False
q1-1880520928,False
q1-41690023,False
q1-41390043,False
q1-12050060,False
q1-1972561423,False
q1-1506698186845,False
q1-1987230683,False
q1-2033800529,False
q1-1513572917883,False
q1-21222755,False
q1-5961640,False
q1-1802081296,False
q1-4840137,False
q1-51010011,False
q1-1883351960,False
q1-27430010,False
q1-1792872524,False
q1-1790327,False
q1-1795130498,False
q1-30740101,False
q1-1798591304,False
q1-33837267,False
q1-1506120736360,False
q1-2031570307,False
q1-42050109,False
q1-1872970055,False
q1-12070065,False
q1-44820005,False
q1-14070010,False
q1-11080014,True
q1-10320085,True
q1-1513561558362,False
q1-1512381554384,False
q1-41633751,False
q1-1874780064,False
q1-6890014,False
q1-18080084,False
q1-7870349,False
q1-49780004,False
q1-1513275902059,False
q1-26516131,False
q1-1861030884,False
q1-1798360247,False
q1-1506257007345,False
q1-2031570293,False
q1-1799340321,False
q1-1866211423,False
q1-2037250483,False
q1-13140029,False
q1-1880050091,False
q1-41710041,False
q1-24100035,False
q1-1509116128544,False
q1-1797076575,False
q1-5990049,False
q1-1506491716214,False
q1-1506679866479,False
q1-1506527896539,False
q1-970037,False
q1-1509233376012,False
q1-2031660564,False
q1-1506170717202,False
q1-7890422,False
q1-1513119852308,False
q1-25580019,False
q1-1859621940,False
q1-1791430060,False
q1-1511529536930,False
q1-1780317,False
q1-1505966436127,False
q1-18491491,False
q1-7850125,False
q1-7870283,False
q1-17270432,False
q1-45480028,False
q1-1860384777,False
q1-11730002,False
q1-1985081142,False
q1-1506736110671,False
q1-20480038,False
q1-1506502576993,False
q1-2037450412,False
q1-1506181556054,False
q1-1883200014,False
q1-13290027,False
q1-1509214286314,False
q1-1509249286132,False
q1-1509048596058,False
q1-1509212316544,False
q1-2033510475,False
q1-6820070,False
q1-1506516536494,False
q1-1513301279844,False
q1-1974362555,False
q1-1513262600350,False
q1-1513295580981,False
q1-2040080898,False
q1-1513303116253,False
q1-13640374,False
q1-1981550739,False
q1-9990277,False
q1-1511206652464,False
q1-1971910094,False
q1-2035290917,False
q1-1513293599180,False
q1-1856631193,False
q1-3960083,False
q1-1506491596226,False
q1-1513306760103,False
q1-1879370031,False
q1-1505879306615,False
q1-2027870645,False
q1-1881290765,False
q1-12760012,False
q1-19864323,False
q1-51010015,False
q1-49760013,False
q1-1506502926424,False
q1-1983520578,False
q1-9980022,False
q1-7860331,False
q1-25620005,True
q1-25520085,False
q1-1874920404,False
q1-2030610754,False
q1-1957730070,True
q1-1988120304,False
q1-4890014,False
q1-1984191059,False
q1-41440061,False
q1-1506176517200,False
q1-2032840413,False
q1-1864280925,False
q1-2980114,False
q1-31550024,False
q1-1506180576132,False
q1-2980123,False
q1-40790007,False
q1-27580161,False
q1-1513827960942,False
q1-28660008,False
q1-1767970249,False
q1-1794535803,False
q1-1865041244,False
q1-1506723579943,False
q1-1511610134576,False
q1-1506595388227,False
q1-1795631360,False
q1-1970362321,False
q1-1790700096,False
q1-1795210073,False
q1-6890023,False
q1-33300136,False
q1-1875660022,False
q1-1506727410806,False
q1-1882540294,False
q1-3980080,False
q1-1509225236083,False
q1-1866091663,False
q1-930029,False
q1-1513309296134,False
q1-68270006,False
q1-45970008,False
q1-43940048,False
q1-2025970710,False
q1-1506702147455,False
q1-1867011311,False
q1-43530079,False
q1-1506105848055,False
q1-1506512676719,False
q1-1506468388009,False
q1-44810013,False
q1-45910060,False
q1-10190041,False
q1-20820034,False
q1-46760032,False
q1-1506715242238,False
q1-22160289,False
q1-33815269,False
q1-1514687915979,False
q1-48650045,False
q1-31950024,False
q1-1511610045204,False
q1-46690006,False
q1-1797260915,False
q1-16420020,False
q1-1583220983,False
q1-1505790816198,False
q1-29615160,False
q1-1513557166296,False
q1-18160020,False
q1-36370055,False
q1-49760009,False
q1-1513283878109,False
q1-23453334,False
q1-1797081119,False
q1-7920019,False
q1-5980371,False
q1-1792660262,False
q1-52936492,False
q1-12160064,True
q1-5961559,False
q1-48190073,False
q1-1859902167,False
q1-48300011,False
q1-13110044,False
q1-1513300146349,False
q1-1856830886,False
q1-37170074,False
q1-1859802304,False
q1-1795701151,True
q1-1976211510,False
q1-1874820078,False
q1-1971780069,False
q1-1506579390704,False
q1-1506718306849,False
q1-1506725946254,False
q1-47890074,True
q1-23772782,False
q1-1875790634,False
q1-1506496856505,False
q1-35380045,True
q1-1506518536320,False
q1-1880510025,False
q1-1506177197587,False
q1-44860008,False
q1-19004040,False
q1-1509243106660,False
q1-7880076,False
q1-1796142111,False
q1-1506184896103,False
q1-49360018,False
q1-9990133,False
q1-49690048,False
q1-1861351166,False
q1-7900429,False
q1-1509236857869,False
q1-48640041,False
q1-1506182446078,False
q1-1513563257121,False
q1-4850361,False
q1-1803030480,False
q1-45120017,False
q1-1506126186271,False
q1-1865551010,False
q1-1506185926105,False
q1-49480002,False
q1-1856742156,False
q1-30360001,False
q1-43430045,False
q1-44820035,False
q1-1877191215,False
q1-1511090432995,False
q1-34530049,False
q1-1506689257426,False
q1-1506170306647,False
q1-1876700603,False
q1-1513099967648,False
q1-1513286056694,False
q1-38901173,False
q1-33300161,False
q1-1509101276171,False
q1-10030317,False
q1-2031730576,False
q1-6780096,False
q1-1793710433,False
q1-1883161351,False
q1-1882260020,False
q1-12120065,False
q1-31880142,False
q1-1880470212,False
q1-1506173707109,False
q1-46290061,False
q1-1506500536338,False
q1-1512259347596,False
q1-44470115,False
q1-6770118,False
q1-2036030534,False
q1-940044,False
q1-39915836,False
q1-24100062,False
q1-15270029,False
q1-16525731,False
q1-1863170850,False
q1-40140106,False
q1-1862731271,False
q1-1505799056444,False
q1-1505921486454,False
q1-35970071,False
q1-1974740029,False
q1-48690012,False
q1-1873960072,False
q1-1506243617617,False
q1-7940009,False
q1-45910043,False
q1-1513335005990,False
q1-910030,False
q1-4870147,False
q1-1877480006,False
q1-1863420972,False
q1-2121480195,False
q1-15690045,False
q1-1971931894,False
q1-41990026,False
q1-15580006,False
q1-1876470319,False
q1-1856951538,False
q1-48360102,False
q1-27020002,False
q1-39810013,False
q1-29430033,False
q1-2038670395,False
q1-1987350089,False
q1-1513348288785,False
q1-1882220728,False
q1-108852928,False
q1-1864352334,False
q1-1506262537775,False
q1-1979381764,False
q1-7880116,False
q1-1860946741,False
q1-1506520226394,False
q1-40300032,False
q1-1511132959000,False
q1-28741840,False
q1-2035560557,False
q1-960052,False
q1-46050014,False
q1-1877742151,False
q1-41900048,False
q1-1875720049,False
q1-10480124,False
q1-49820009,False
q1-1506689377013,False
q1-1506715956425,False
q1-26810127,False
q1-1506522536093,False
q1-25750002,False
q1-2039510201,False
q1-1794420354,False
q1-43150053,False
q1-1506186316153,False
q1-1791510181,False
q1-26670028,False
q1-1514722043934,False
q1-1506246637336,False
q1-1970621756,False
q1-15690043,False
q1-41760031,False
q1-2950070,False
q1-1507342156126,False
q1-1798282830,False
q1-5970369,False
q1-1506708666025,False
q1-940125,False
q1-7850035,False
q1-42775034,False
q1-1506169786800,False
q1-11000273,True
q1-1780450,False
q1-31910057,False
q1-13843625,False
q1-11730003,False
q1-1855791754,False
q1-1511123270239,False
q1-41540098,False
q1-2980090,False
q1-2970351,False
q1-47900022,False
q1-1512241909464,False
q1-1513274435226,False
q1-47960006,False
q1-7850237,False
q1-1509228726199,False
q1-1794190389,False
q1-2028910764,False
q1-1344240419,False
q1-1798110730,False
q1-1792860289,False
q2-57800092,False
q2-1863190961,False
q2-10180041,False
q2-1506524266334,False
q2-31550023,False
q2-1884040025,False
q2-1355480252,False
q2-1859473908,False
q2-1506520146272,False
q2-7890332,False
q2-1855931308,False
q2-45080058,False
q2-49730012,False
q2-13390013,False
q2-1509202436664,False
q2-1506516387044,False
q2-1790670480,False
q2-7870062,False
q2-33010046,False
q2-1506181106746,False
q2-1881080475,False
q2-1513373336060,False
q2-50100001,False
q2-10030449,False
q2-4840143,False
q2-4880162,False
q2-1873970039,False
q2-1511509698938,False
q2-1505960736188,False
q2-19100171,False
q2-1872970336,False
q2-1506270127591,False
q2-11040003,False
q2-4850246,False
q2-1872940094,False
q2-14690018,False
q2-2037100555,False
q2-1892890187,False
q2-13060029,False
q2-1859762138,False
q2-7900148,False
q2-1857631417,False
q2-1793320216,False
q2-1506704457092,False
q2-1976680008,False
q2-4840121,False
q2-1883380284,False
q2-1940035,False
q2-1509223416274,False
q2-13060050,False
q2-1505883556465,False
q2-1788960329,False
q2-1971322173,False
q2-30535192,False
q2-43180071,False
q2-38811205,False
q2-45430022,False
q2-33300138,False
q2-10860006,False
q2-21710081,False
q2-1966791433,False
q2-1506170426686,False
q2-1506263096902,False
q2-1875490331,False
q2-1972891707,False
q2-6910101,False
q2-16841286,False
q2-1514444197137,False
q2-27670047,False
q2-1984351074,False
q2-10560012,False
q2-5649391675244544,False
q2-37170087,False
q2-1793840017,False
q2-1506709907003,False
q2-1864391655,False
q2-1509236676504,False
q2-1867300198,False
q2-41880043,False
q2-20980005,False
q2-2033310456,False
q2-11020027,False
q2-43960038,False
q2-1797230128,False
q2-31910042,False
q2-80228724,False
q2-48630068,False
q2-1984082076,False
q2-1793500330,False
q2-48460045,False
q2-1511511836944,False
q2-1513295543997,False
q2-50570116,False
q2-1511123948820,False
q2-1512048452131,False
q2-46700033,False
q2-1881481690,False
q2-1790329,False
q2-1863301562,False
q2-1978970753,False
q2-1793641151,False
q2-1879360037,False
q2-27050576,False
q2-900109,False
q2-7980004,False
q2-1506493636528,False
q2-21770120,False
q2-42540099,False
q2-33837272,False
q2-1797140185,False
q2-15030014,False
q2-4890065,False
q2-1878400640,False
q2-1509070776260,False
q2-37220006,False
q2-1506174547114,False
q2-970010,False
q2-35820134,False
q2-1506233866939,False
q2-1994840013,False
q2-4870393,False
q2-47910028,False
q2-1797440305,False
q2-1978731214,False
q2-6810158,False
q2-2034580327,False
q2-10080001,False
q2-1864440790,False
q2-1863770846,False
q2-23742836,False
q2-1513279968806,False
q2-1884020517,False
q2-31310263,False
q2-1881171177,False
q2-1509194426245,False
q2-6780442,False
q2-46353547,False
q2-1793700497,False
q2-13110055,False
q2-45920033,False
q2-43140010,False
q2-2030610742,False
q2-10650227,False
q2-1865511274,False
q2-20120054,False
q2-1513274616668,False
q2-33160018,False
q2-1506173567420,False
q2-1513299478026,False
q2-1988100263,False
q2-1869242377,False
q2-1509091185984,False
q2-1511120052369,False
q2-7860138,False
q2-1513507757267,False
q2-1790760391,False
q2-900355,False
q2-1506269298769,False
q2-1862771155,False
q2-1880150100,False
q2-33610156,False
q2-1799050257,False
q2-1508146756018,False
q2-1866151159,False
q2-24850075,False
q2-1509058586044,False
q2-10080019,False
q2-1878290041,False
q2-16525743,False
q2-19218689,False
q2-1506177516607,False
q2-1513294000230,False
q2-41070083,False
q2-49410029,False
q2-31290055,False
q2-1506498856950,False
q2-1506493426479,False
q2-7970036,False
q2-21710068,False
q2-1881040074,False
q2-1977291520,False
q2-24760057,False
q2-1506721526744,False
q2-1875390063,False
q2-970020,False
q2-1511268306814,False
q2-1862471526,False
q2-1790760297,False
q2-28580018,False
q2-1513290166294,False
q2-1506685457043,False
q2-1509206366098,False
q2-16040058,False
q2-7870148,False
q2-1803060473,False
q2-1984430497,False
q2-2035290953,False
q2-2970140,False
q2-49670063,False
q2-1980860243,False
q2-1797540044,False
q2-1511283267092,False
q2-1511513788902,False
q2-1506500676261,False
q2-14110061,False
q2-7890257,False
q2-1509218473106,False
q2-1872850093,False
q2-1511130070891,False
q2-1795540309,False
q2-1873751474,False
q2-35820136,False
q2-47560075,False
q2-24630133,False
q2-48230034,False
q2-1872910431,False
q2-6790061,False
q2-15070006,False
q2-1509216636214,False
q2-24730101,False
q2-1506496436725,False
q2-1289020003,False
q2-122244312,False
q2-1506124216461,False
q2-1505955227120,False
q2-27310076,False
q2-1974701347,False
q2-1602620223,False
q2-1509225995986,False
q2-42800007,False
q2-1511999012342,False
q2-1509198616064,False
q2-1512112272297,False
q2-1866061568,False
q2-1780397,False
q2-1510963357927,False
q2-57820075,False
q2-1506174457179,False
q2-54640078,False
q2-48790008,False
q2-22160299,False
q2-5970036,False
q2-2033420336,False
q2-1801335796,False
q2-4930005,False
q2-45780058,False
q2-1800101555,False
q2-1506262577411,False
q2-1507330976082,False
q2-1513285930549,False
q2-1871860092,False
q2-1859812033,False
q2-1984530276,False
q2-1856921186,False
q2-2033800542,False
q2-30290047,False
q2-1798210422,False
q2-13060019,False
q2-1798701026,False
q2-1791991074,False
q2-13220034,False
q2-1505965666056,False
q2-1512146326692,False
q2-1975270594,False
q2-1878170062,False
q2-1861491437,False
q2-1506164777212,False
q2-40400037,False
q2-1920002,False
q2-1506758346840,False
q2-1509222190156,False
q2-1511116401271,False
q2-1509198626591,False
q2-22550037,False
q2-3950047,False
q2-1880340042,False
q2-26550042,False
q2-1506510636415,False
q2-1509048566297,False
q2-7920049,False
q2-1798690265,False
q2-1506166867614,False
q2-1884180782,False
q2-38080036,False
q2-5990306,False
q2-11020029,False
q2-6790035,False
q2-1509225326060,False
q2-1875340139,False
q2-45390054,False
q2-20800557,False
q2-1983291765,False
q2-44800029,False
q2-45980013,False
q2-29625158,False
q2-1513297331081,False
q2-1792881449,False
q2-1872940093,False
q2-23842748,False
q2-21830035,False
q2-2037440684,False
q2-960008,False
q2-1506719027198,False
q2-1506746547444,False
q2-1857791233,False
q2-1506185986057,False
q2-28741847,False
q2-34920142,False
q2-1509234856027,False
q2-1867031436,False
q2-1131230489,False
q2-1354020033,False
q2-36220860,False
q2-1506489676263,False
q2-1506687767399,False
q2-45910071,False
q2-44790049,False
q2-1984120994,False
q2-1505959776000,False
q2-2035450826,False
q2-1512047992365,False
q2-7890056,False
q2-47170006,False
q2-47500058,False
q2-1872680227,False
q2-46063809,False
q2-50070021,False
q2-1974821778,False
q2-1879690737,False
q2-1861232143,False
q2-41620016,False
q2-5629499534213120,False
q2-1876381512,False
q2-1876820021,False
q2-1506171966657,False
q2-32750019,False
q2-1800060197,False
q2-38600044,False
q2-1513849917268,False
q2-1986100434,False
q2-1511133102246,False
q2-1506714186849,False
q2-1506531626003,False
q2-1860005,False
q2-1506720256624,False
q2-960053,False
q2-1509186659273,False
q2-39060023,False
q2-1791770031,False
q2-1875450886,False
q2-2980106,False
q2-20900009,False
q2-1506179157328,False
q2-41170020,False
q2-2037700296,False
q2-1509046426223,False
q2-1506494716249,False
q2-36490190,False
q2-1872920092,False
q2-26810110,False
q2-4870369,False
q2-1802030357,False
q2-1511120076135,False
q2-36750034,False
q2-1986220805,False
q2-1863801180,False
q2-1879271784,False
q2-1506700426462,False
q2-1973531692,False
q2-1984490326,False
q2-1795050604,False
q2-6780354,False
q2-4870151,False
q2-1978821253,False
q2-1511724288117,False
q2-33720021,False
q2-67170018,False
q2-1511774796181,False
q2-26760084,False
q2-42620050,False
q2-45350045,False
q2-1513556830031,False
q2-47900019,False
q2-1790840019,False
q2-1792430554,False
q2-2038100445,False
q2-1506502976207,False
q2-1511778302520,False
q2-1860774854,False
q2-1800063,False
q2-11480031,False
q2-31490011,False
q2-42290176,False
q2-1506178546734,False
q2-1871940464,False
q2-1880280026,False
q2-1506524326358,False
q2-1984120998,False
q2-101739008,False
q2-1863511591,False
q2-1872820788,False
q2-2034690276,False
q2-1511938421091,False
q2-1876500061,False
q2-1979491471,False
q2-1880690593,False
q2-1857950630,False
q2-1513277679247,False
q2-1854901091,False
q2-1967792474,False
q2-48360095,False
q2-24100060,False
q2-1873950073,False
q2-1511799046773,False
q2-1506327798456,False
q2-1799050241,False
q2-1794850186,False
q2-9990372,False
q2-1977980927,False
q2-1879130732,False
q2-1798250621,False
q2-1878800409,False
q2-1506723466849,False
q2-1863001776,False
q2-1799241845,False
q2-22650009,False
q2-2033450476,False
q2-1513293761181,False
q2-1513295946260,False
q2-1506520636519,False
q2-38811236,False
q2-1506181276011,False
q2-1506716146657,False
q2-1802140875,False
q2-1982620835,False
q2-4860318,False
q2-1861491397,False
q2-1506498896742,False
q2-1514954969139,False
q2-1980421227,False
q2-1800313,False
q2-10020067,False
q2-14100062,False
q2-1801090152,False
q2-54790064,False
q2-2032580593,False
q2-45080052,False
q2-2034690311,False
q2-1874880058,False
q2-15494865,False
q2-1507331466022,False
q2-2029740524,False
q2-1514714197393,False
q2-44910002,False
q2-37240003,False
q2-1513859099464,False
q2-1867112677,False
q2-38600054,False
q2-1793670869,False
q2-1509259336063,False
q2-1793550727,False
q2-2980433,False
q2-2980312,False
q2-1513981047985,False
q2-44790048,False
q2-15080003,False
q2-21060100,False
q2-31300098,False
