query-idProyecto,orig_total,gen_total,gen > rel* 1,gen > rel* 1.1,gen > rel* 1.2,gen > rel* 1.3
q1-1854901091,0,0,False,False,False,False
q1-49760013,0,0,False,False,False,False
q1-1791770031,0,0,False,False,False,False
q1-1880510025,0,0,False,False,False,False
q1-1505966436127,13,13,False,False,False,False
q1-1506165697032,0,0,False,False,False,False
q1-7970036,0,0,False,False,False,False
q1-1857950630,0,0,False,False,False,False
q1-19218689,0,0,False,False,False,False
q1-1872970336,0,0,False,False,False,False
q1-1511123948820,0,0,False,False,False,False
q1-1859762138,0,0,False,False,False,False
q1-1506246637336,0,0,False,False,False,False
q1-1506579390704,2,2,False,False,False,False
q1-7890257,0,0,False,False,False,False
q1-1874880058,0,0,False,False,False,False
q1-1513563257121,0,0,False,False,False,False
q1-22160299,0,0,False,False,False,False
q1-50100001,0,0,False,False,False,False
q1-45910060,0,0,False,False,False,False
q1-1505883556465,0,0,False,False,False,False
q1-1880050091,0,0,False,False,False,False
q1-2030610754,0,0,False,False,False,False
q1-7860331,0,0,False,False,False,False
q1-40400037,0,0,False,False,False,False
q1-24100060,0,0,False,False,False,False
q1-21710068,0,0,False,False,False,False
q1-48360095,0,0,False,False,False,False
q1-40300032,0,0,False,False,False,False
q1-15030014,0,0,False,False,False,False
q1-1797140185,0,0,False,False,False,False
q1-1881171177,0,0,False,False,False,False
q1-1798591304,35,36,True,False,False,False
q1-2980114,0,0,False,False,False,False
q1-11000273,0,1,True,True,True,True
q1-44530206,0,0,False,False,False,False
q1-1875660022,0,0,False,False,False,False
q1-49730012,0,0,False,False,False,False
q1-7990036,0,0,False,False,False,False
q1-1872850093,0,0,False,False,False,False
q1-1862771155,0,0,False,False,False,False
q1-36220860,0,0,False,False,False,False
q1-1879690737,0,0,False,False,False,False
q1-4910009,5,10,True,True,True,True
q1-1514954969139,0,0,False,False,False,False
q1-23772782,0,0,False,False,False,False
q1-46063809,0,0,False,False,False,False
q1-2035560557,0,0,False,False,False,False
q1-2038100445,0,0,False,False,False,False
q1-15080003,0,0,False,False,False,False
q1-1505921486454,0,0,False,False,False,False
q1-2040080898,0,0,False,False,False,False
q1-1513561558362,0,0,False,False,False,False
q1-2113680806,0,0,False,False,False,False
q1-1879360037,0,0,False,False,False,False
q1-11730002,0,0,False,False,False,False
q1-2039510201,1,1,False,False,False,False
q1-1876700603,0,0,False,False,False,False
q1-1910013,22,26,True,True,False,False
q1-1506498856950,0,0,False,False,False,False
q1-1875720049,0,0,False,False,False,False
q1-1795130498,0,0,False,False,False,False
q1-1794420354,0,0,False,False,False,False
q1-1980780624,0,0,False,False,False,False
q1-1881040074,0,0,False,False,False,False
q1-48640041,0,0,False,False,False,False
q1-27050576,0,0,False,False,False,False
q1-18491491,0,0,False,False,False,False
q1-1513849917268,0,0,False,False,False,False
q1-1974701347,0,0,False,False,False,False
q1-1509225995986,0,0,False,False,False,False
q1-1506170426686,0,0,False,False,False,False
q1-1513373336060,0,0,False,False,False,False
q1-1509234856027,0,0,False,False,False,False
q1-48460045,0,0,False,False,False,False
q1-7890332,0,0,False,False,False,False
q1-1355480252,1,1,False,False,False,False
q1-1506489676263,0,0,False,False,False,False
q1-1506516387044,0,0,False,False,False,False
q1-1974740029,0,0,False,False,False,False
q1-1862731271,0,0,False,False,False,False
q1-1509223416274,0,0,False,False,False,False
q1-1512474326119,0,0,False,False,False,False
q1-1798701026,0,0,False,False,False,False
q1-50070021,0,0,False,False,False,False
q1-7870283,0,0,False,False,False,False
q1-1797440305,0,0,False,False,False,False
q1-1512241909464,7,7,False,False,False,False
q1-1874780064,0,0,False,False,False,False
q1-38901173,0,0,False,False,False,False
q1-46690006,0,0,False,False,False,False
q1-1801335796,0,0,False,False,False,False
q1-1976680008,0,0,False,False,False,False
q1-31310263,0,0,False,False,False,False
q1-1506491716214,0,0,False,False,False,False
q1-1874920404,0,0,False,False,False,False
q1-1506736110671,0,0,False,False,False,False
q1-7850125,0,0,False,False,False,False
q1-1799050257,0,0,False,False,False,False
q1-1872970055,0,0,False,False,False,False
q1-1856951538,0,0,False,False,False,False
q1-41900048,0,0,False,False,False,False
q1-1793641151,0,0,False,False,False,False
q1-25520085,0,0,False,False,False,False
q1-2031730576,0,0,False,False,False,False
q1-48230034,0,0,False,False,False,False
q1-26670028,52,56,True,False,False,False
q1-1974821778,0,0,False,False,False,False
q1-2035290917,0,0,False,False,False,False
q1-16841286,0,0,False,False,False,False
q1-1973531692,0,0,False,False,False,False
q1-1513339550799,0,0,False,False,False,False
q1-1506715242238,0,0,False,False,False,False
q1-1799050241,0,0,False,False,False,False
q1-1509194426245,0,0,False,False,False,False
q1-67170018,0,0,False,False,False,False
q1-42290176,0,0,False,False,False,False
q1-1795210073,0,0,False,False,False,False
q1-1882540294,0,0,False,False,False,False
q1-30290047,0,0,False,False,False,False
q1-41633754,0,0,False,False,False,False
q1-1867011311,0,0,False,False,False,False
q1-1511610134576,1,1,False,False,False,False
q1-1800060197,5,9,True,True,True,True
q1-46353547,0,0,False,False,False,False
q1-1798210422,0,0,False,False,False,False
q1-19774293,0,0,False,False,False,False
q1-2970351,0,0,False,False,False,False
q1-1506504496560,0,0,False,False,False,False
q1-4850361,0,0,False,False,False,False
q1-6780096,0,0,False,False,False,False
q1-1505799056444,0,0,False,False,False,False
q1-49690048,0,0,False,False,False,False
q1-1506496856505,0,0,False,False,False,False
q1-1506520636519,0,0,False,False,False,False
q1-1511799046773,0,0,False,False,False,False
q1-1865041244,0,0,False,False,False,False
q1-1505959776000,0,0,False,False,False,False
q1-1790700096,0,0,False,False,False,False
q1-1506269298769,0,0,False,False,False,False
q1-49770027,3,3,False,False,False,False
q1-31290055,0,0,False,False,False,False
q1-2034690311,0,0,False,False,False,False
q1-14110061,0,0,False,False,False,False
q1-1513297331081,0,0,False,False,False,False
q1-1793840017,0,0,False,False,False,False
q1-1855791754,0,0,False,False,False,False
q1-1506524266334,0,0,False,False,False,False
q1-1861351166,0,0,False,False,False,False
q1-1513507757267,15,15,False,False,False,False
q1-1793500330,0,0,False,False,False,False
q1-24100035,0,0,False,False,False,False
q1-1866211423,0,0,False,False,False,False
q1-1513275902059,0,0,False,False,False,False
q1-1859812033,1,1,False,False,False,False
q1-20900009,5,5,False,False,False,False
q1-1971910094,0,0,False,False,False,False
q1-1506716146657,0,0,False,False,False,False
q1-1862920424,0,0,False,False,False,False
q1-1957730070,0,1,True,True,True,True
q1-1506502576993,0,0,False,False,False,False
q1-49760009,0,0,False,False,False,False
q1-13220034,0,0,False,False,False,False
q1-1509198626591,0,0,False,False,False,False
q1-1866061568,0,0,False,False,False,False
q1-15690043,0,0,False,False,False,False
q1-1512259347596,0,0,False,False,False,False
q1-1506185986057,0,0,False,False,False,False
q1-6910101,0,0,False,False,False,False
q1-7890422,0,0,False,False,False,False
q1-1509243106660,0,0,False,False,False,False
q1-15270029,0,0,False,False,False,False
q1-1863170850,0,0,False,False,False,False
q1-13843625,0,0,False,False,False,False
q1-68270006,0,0,False,False,False,False
q1-24760057,0,0,False,False,False,False
q1-1971322173,0,0,False,False,False,False
q1-1968762688,0,0,False,False,False,False
q1-40750122,0,0,False,False,False,False
q1-1871801111,0,0,False,False,False,False
q1-13110055,0,0,False,False,False,False
q1-1505790816198,0,0,False,False,False,False
q1-44930003,3,3,False,False,False,False
q1-1507342156126,0,0,False,False,False,False
q1-26550042,0,0,False,False,False,False
q1-20820034,0,0,False,False,False,False
q1-1513274435226,0,0,False,False,False,False
q1-45350045,0,0,False,False,False,False
q1-1510963357927,0,0,False,False,False,False
q1-1794190389,0,0,False,False,False,False
q1-12070065,0,0,False,False,False,False
q1-9980022,0,0,False,False,False,False
q1-33837267,0,0,False,False,False,False
q1-33610156,0,0,False,False,False,False
q1-41470042,0,0,False,False,False,False
q1-43430042,5,5,False,False,False,False
q1-1506493426479,0,0,False,False,False,False
q1-2970140,3,3,False,False,False,False
q1-1861491437,0,0,False,False,False,False
q1-44860008,0,0,False,False,False,False
q1-7860138,0,0,False,False,False,False
q1-2037100555,0,0,False,False,False,False
q1-1800101555,0,0,False,False,False,False
q1-11480031,0,0,False,False,False,False
q1-3980080,3,3,False,False,False,False
q1-1514722043934,0,0,False,False,False,False
q1-122244312,0,0,False,False,False,False
q1-1875340139,0,0,False,False,False,False
q1-1506493636528,0,0,False,False,False,False
q1-1509212316544,1,1,False,False,False,False
q1-1983520578,0,0,False,False,False,False
q1-1790670480,0,0,False,False,False,False
q1-7920019,0,0,False,False,False,False
q1-30740101,0,0,False,False,False,False
q1-45920033,0,0,False,False,False,False
q1-47960006,0,0,False,False,False,False
q1-1978821253,0,0,False,False,False,False
q1-1506715956425,0,0,False,False,False,False
q1-2031570307,0,0,False,False,False,False
q1-1977291520,0,0,False,False,False,False
q1-1883380284,0,0,False,False,False,False
q1-4840121,0,0,False,False,False,False
q1-4870369,0,0,False,False,False,False
q1-970020,0,0,False,False,False,False
q1-1767970249,0,0,False,False,False,False
q1-40140106,0,0,False,False,False,False
q1-1506502976207,0,0,False,False,False,False
q1-1865551010,0,0,False,False,False,False
q1-1506727410806,0,0,False,False,False,False
q1-1797260915,0,0,False,False,False,False
q1-2980090,0,0,False,False,False,False
q1-1513306760103,26,27,True,False,False,False
q1-1879370031,0,0,False,False,False,False
q1-1506178546734,0,0,False,False,False,False
q1-1513299478026,0,0,False,False,False,False
q1-7890056,0,0,False,False,False,False
q1-34920142,0,0,False,False,False,False
q1-1879271784,0,0,False,False,False,False
q1-2032840413,0,0,False,False,False,False
q1-1514945238081,0,0,False,False,False,False
q1-13060050,0,0,False,False,False,False
q1-24630133,0,0,False,False,False,False
q1-1506166867614,0,0,False,False,False,False
q1-54790064,0,0,False,False,False,False
q1-1868250766,0,0,False,False,False,False
q1-1798541104,0,0,False,False,False,False
q1-1872910431,0,0,False,False,False,False
q1-1513827960942,0,0,False,False,False,False
q1-33720021,0,0,False,False,False,False
q1-41760031,5,12,True,True,True,True
q1-1940035,0,0,False,False,False,False
q1-1509233376012,0,0,False,False,False,False
q1-1872680227,0,0,False,False,False,False
q1-27580161,3,3,False,False,False,False
q1-1511774796181,0,0,False,False,False,False
q1-1506181106746,0,0,False,False,False,False
q1-1798282830,0,0,False,False,False,False
q1-41990026,0,0,False,False,False,False
q1-30370364,0,0,False,False,False,False
q1-11020027,0,0,False,False,False,False
q1-1874830030,0,0,False,False,False,False
q1-1511999012342,0,0,False,False,False,False
q1-1859621940,0,0,False,False,False,False
q1-48790008,18,33,True,True,True,True
q1-1873960072,0,0,False,False,False,False
q1-1855701520,0,0,False,False,False,False
q1-1865511274,0,0,False,False,False,False
q1-1513293599180,0,0,False,False,False,False
q1-14100062,0,0,False,False,False,False
q1-29625158,0,0,False,False,False,False
q1-2029740524,0,0,False,False,False,False
q1-1509218473106,0,0,False,False,False,False
q1-2025970710,0,0,False,False,False,False
q1-1506510636415,0,0,False,False,False,False
q1-1799340321,0,0,False,False,False,False
q1-19004040,0,0,False,False,False,False
q1-1793700497,0,0,False,False,False,False
q1-1506174457179,0,0,False,False,False,False
q1-2033420336,0,0,False,False,False,False
q1-6890014,0,0,False,False,False,False
q1-1864440790,0,0,False,False,False,False
q1-1856921186,0,0,False,False,False,False
q1-1506512676719,0,0,False,False,False,False
q1-10180041,0,0,False,False,False,False
q1-20980005,0,0,False,False,False,False
q1-1780317,0,0,False,False,False,False
q1-1506502926424,0,0,False,False,False,False
q1-1803030480,0,0,False,False,False,False
q1-1974362555,0,0,False,False,False,False
q1-43140010,0,0,False,False,False,False
q1-49780004,0,0,False,False,False,False
q1-1792881449,0,0,False,False,False,False
q1-1511610045204,0,0,False,False,False,False
q1-44800029,5,5,False,False,False,False
q1-4970009,0,0,False,False,False,False
q1-940044,0,0,False,False,False,False
q1-1506170506738,0,0,False,False,False,False
q1-45430022,0,0,False,False,False,False
q1-1131230489,0,0,False,False,False,False
q1-1505879306615,0,0,False,False,False,False
q1-10190041,0,0,False,False,False,False
q1-1855931308,0,0,False,False,False,False
q1-1793320216,0,0,False,False,False,False
q1-7980004,0,0,False,False,False,False
q1-1509070776260,6,6,False,False,False,False
q1-1985060940,0,0,False,False,False,False
q1-4840143,0,0,False,False,False,False
q1-1506184896103,0,0,False,False,False,False
q1-27670047,0,0,False,False,False,False
q1-1877330044,0,0,False,False,False,False
q1-1988120304,0,0,False,False,False,False
q1-1797230128,0,0,False,False,False,False
q1-1509259336063,0,0,False,False,False,False
q1-1511724288117,8,8,False,False,False,False
q1-41170020,0,0,False,False,False,False
q1-46700033,0,0,False,False,False,False
q1-16420020,0,0,False,False,False,False
q1-42290187,0,0,False,False,False,False
q1-4930005,0,0,False,False,False,False
q1-1970621756,1,1,False,False,False,False
q1-1514444197137,0,0,False,False,False,False
q1-2027870645,0,0,False,False,False,False
q1-44480097,0,0,False,False,False,False
q1-1971780069,0,0,False,False,False,False
q1-1506173707109,0,0,False,False,False,False
q1-3980346,0,0,False,False,False,False
q1-45080058,0,0,False,False,False,False
q1-48190073,0,0,False,False,False,False
q1-1506126186271,0,0,False,False,False,False
q1-2034730659,0,0,False,False,False,False
q1-1793670869,40,46,True,True,False,False
q1-1511123270239,0,0,False,False,False,False
q1-42775034,0,0,False,False,False,False
q1-1878290041,0,0,False,False,False,False
q1-4890014,0,0,False,False,False,False
q1-10320085,0,1,True,True,True,True
q1-23842748,0,0,False,False,False,False
q1-1513556830031,0,0,False,False,False,False
q1-1512381554384,0,0,False,False,False,False
q1-1860946741,0,0,False,False,False,False
q1-1506721526744,0,0,False,False,False,False
q1-1506689257426,0,0,False,False,False,False
q1-2037250483,0,0,False,False,False,False
q1-1506263096902,0,0,False,False,False,False
q1-1506531626003,0,0,False,False,False,False
q1-1511778302520,0,0,False,False,False,False
q1-1511120076135,0,0,False,False,False,False
q1-49480002,0,0,False,False,False,False
q1-5649391675244544,0,0,False,False,False,False
q1-10560012,0,0,False,False,False,False
q1-20480038,0,0,False,False,False,False
q1-37220006,0,0,False,False,False,False
q1-1874820078,0,0,False,False,False,False
q1-1979491471,0,0,False,False,False,False
q1-7920049,0,0,False,False,False,False
q1-1506257007345,0,0,False,False,False,False
q1-12160064,22,240,True,True,True,True
q1-1513274628928,0,0,False,False,False,False
q1-1884040025,0,0,False,False,False,False
q1-1506723466849,0,0,False,False,False,False
q1-1506708666025,0,0,False,False,False,False
q1-1507331466022,3,3,False,False,False,False
q1-1509236676504,0,0,False,False,False,False
q1-1802140875,13,13,False,False,False,False
q1-7880116,0,0,False,False,False,False
q1-57820075,0,0,False,False,False,False
q1-27590137,0,0,False,False,False,False
q1-1884180782,0,0,False,False,False,False
q1-1798360247,0,0,False,False,False,False
q1-39700035,0,0,False,False,False,False
q1-44820005,0,0,False,False,False,False
q1-48690012,0,0,False,False,False,False
q1-910030,0,0,False,False,False,False
q1-1972561423,0,0,False,False,False,False
q1-1883351960,0,0,False,False,False,False
q1-12760012,0,0,False,False,False,False
q1-38811236,33,39,True,True,False,False
q1-1882220728,0,0,False,False,False,False
q1-1872940094,0,0,False,False,False,False
q1-1513572917883,0,0,False,False,False,False
q1-21710081,0,0,False,False,False,False
q1-1863301562,1,1,False,False,False,False
q1-1511509698938,0,0,False,False,False,False
q1-1788960329,0,0,False,False,False,False
q1-2980106,0,3,True,True,True,True
q1-1802081296,0,0,False,False,False,False
q1-31550024,0,0,False,False,False,False
q1-45780058,0,0,False,False,False,False
